user_id	user_ground_truths	user_top_k_prediction
29332	[13827, 5398, 440, 13679, 8021, 31196, 9879, 18641, 3133, 13580]	[3133, 3092, 18641, 440, 4519, 31196, 9879, 14235, 8021, 13827, 1589, 5398, 529, 5211, 13580, 2071, 309, 559, 1421, 1473, 13679, 1553, 7368, 2467, 402, 307, 6389, 9652, 2474, 8155, 783, 1620, 2249, 5421, 805, 4841, 3420, 774, 9364, 1617, 2315, 3071, 325, 306, 1552, 14138, 8739, 6398, 10350, 3469, 8597, 1555, 10797, 3765, 2510, 18391, 10374, 2360, 3019, 3421, 801, 10255, 2136, 310, 19357, 2242, 9528, 3056, 23734, 8890, 3105, 478, 176, 3080, 3052, 6618, 10304, 296, 8157, 1430, 15555, 2323, 301, 3562, 370, 7384, 2310, 7972, 305, 1594, 8622, 802, 9894, 203, 1791, 194, 2461, 3079, 11134, 27353]
29333	[15230, 8896, 13322, 3787, 5378, 14816, 309, 2317, 1319, 3736, 549, 5406, 8785, 199, 1209, 39826]	[192, 529, 559, 4519, 176, 805, 198, 309, 3071, 3092, 2526, 2465, 206, 2067, 194, 4622, 296, 406, 2474, 1553, 410, 369, 5406, 3105, 6589, 13798, 205, 307, 372, 13322, 14235, 549, 2141, 187, 197, 199, 1209, 8785, 6599, 3736, 1319, 4629, 620, 2146, 12182, 5423, 3133, 2252, 3107, 208, 2136, 4623, 8896, 8884, 3044, 9822, 802, 3787, 1571, 797, 2310, 5615, 2317, 26281, 15230, 3077, 619, 3082, 6624, 4625, 1831, 1620, 397, 3268, 3031, 2150, 2315, 780, 2473, 478, 3793, 550, 16391, 3096, 4657, 14816, 305, 189, 8802, 35008, 2362, 1555, 3022, 1790, 447, 35001, 6372, 1601, 204, 774]
29334	[5037, 15335, 4885, 3609, 4820, 4729, 36394, 12111, 5056, 7879, 40965, 16849, 16637, 34024, 16235, 4725, 32823, 16664, 40674, 5055, 12124, 5036, 16657, 40430, 4768, 4798, 30359, 40001, 5035, 4764, 4766, 16668, 16864, 4826, 6761, 5038, 6757, 20148, 32956, 4785, 4786, 4721, 16860]	[3607, 3617, 4818, 3616, 4785, 4764, 4820, 5047, 6760, 4738, 5017, 4766, 4829, 4729, 4827, 3618, 3609, 4798, 4792, 3611, 4819, 12111, 12112, 4830, 12110, 5056, 16664, 6757, 4828, 4826, 8415, 4871, 4824, 4873, 6761, 18558, 4769, 4728, 5048, 8418, 4732, 12120, 16864, 12124, 16869, 16640, 5041, 4787, 4722, 6756, 5053, 16849, 4726, 15335, 18559, 16641, 4767, 6758, 6764, 4786, 4770, 12109, 19447, 12105, 4822, 40674, 4793, 12122, 5037, 4803, 4730, 36357, 12106, 4736, 12108, 6773, 4825, 16643, 40965, 16637, 16877, 20918, 6778, 5036, 37217, 4872, 4725, 4768, 4788, 34024, 4799, 16862, 4821, 6774, 20148, 6776, 16863, 5035, 16656, 16875]
29335	[39012, 40759, 21948, 40653, 34784, 35354, 37818, 23715]	[13272, 21536, 17406, 23715, 21948, 34784, 37818, 39012, 35354, 40759, 40653, 12369, 22719, 12190, 32080, 17484, 12382, 22513, 23695, 28706, 23184, 38773, 12374, 40546, 22521, 24590, 22919, 22522, 37373, 12366, 34015, 21181, 36202, 28705, 20727, 32520, 39721, 13266, 37902, 23193, 12367, 36778, 27054, 32066, 35387, 32077, 23712, 23225, 24180, 23027, 27654, 34077, 34180, 23895, 37137, 40344, 14617, 34194, 23108, 36872, 32082, 36107, 15707, 36705, 25667, 22644, 23211, 23109, 22427, 31549, 18983, 38140, 32518, 12365, 38929, 32601, 22929, 29541, 21909, 39161, 36197, 24049, 10883, 38238, 23200, 37238, 22566, 23297, 25254, 24130, 23872, 8849, 12391, 21856, 33312, 30596, 15700, 37136, 35283, 36144]
29336	[31706, 18, 16685, 25652, 4685, 8912, 10641, 11, 12339, 15820, 17620, 16696, 8013, 4682, 38687, 12403, 10635, 25650, 19, 37, 16689]	[11, 18, 22, 8013, 36, 8912, 50, 4682, 4685, 3601, 38687, 43, 37, 48, 30128, 15820, 19, 3598, 4684, 15770, 13, 8900, 25652, 3591, 21, 11667, 25650, 3604, 7998, 35, 10626, 12403, 10635, 10660, 11672, 8931, 10649, 26228, 16685, 4687, 17, 8003, 31706, 16, 12338, 49, 25, 16694, 8928, 8918, 7997, 39, 8146, 4690, 9, 31, 17628, 8913, 26225, 10656, 8133, 29619, 16689, 13045, 15821, 4689, 17620, 17643, 10645, 32, 15818, 13747, 45, 20951, 8902, 8117, 15, 12, 8009, 34610, 11669, 8906, 29514, 17615, 30696, 8942, 3600, 26229, 13031, 30125, 33698, 32734, 33, 26230, 15787, 8005, 15809, 15768, 18816, 10644]
29337	[22921, 24068, 22663, 22380, 31939, 24230, 36883, 17405, 21516, 27215, 23028, 21536]	[21536, 12190, 21913, 22882, 22380, 23154, 21696, 23028, 24230, 25080, 17406, 21909, 22894, 21172, 22719, 21934, 36883, 24068, 22663, 21516, 27215, 21933, 22883, 21912, 17405, 25189, 22921, 31939, 23015, 22990, 23214, 22562, 24295, 22509, 21858, 24260, 24070, 22651, 22879, 40775, 12186, 22387, 21695, 25309, 24252, 22454, 22961, 22406, 21154, 29812, 25077, 31798, 22419, 25116, 27207, 22913, 25044, 33729, 24049, 22530, 22880, 22644, 24665, 12188, 27057, 24123, 24306, 21142, 22948, 27588, 24470, 22877, 24447, 23902, 22893, 24580, 22436, 25037, 22657, 24959, 23874, 21856, 24106, 24196, 25079, 22952, 27647, 25260, 22578, 21905, 23715, 23297, 31950, 22884, 24072, 22409, 27213, 27036, 25041, 22928]
29338	[12392, 40055, 36173, 37288, 32082, 40461, 40043, 40324, 32862, 40420, 32868, 36706, 40056, 37820, 14628, 15705]	[13272, 18983, 37705, 34883, 32077, 38831, 12369, 34884, 36161, 28706, 18981, 32865, 37136, 40043, 37289, 32082, 37820, 18986, 37704, 14628, 32862, 15710, 32868, 40055, 39204, 39161, 36152, 25254, 32520, 37706, 32866, 12383, 36154, 40056, 15713, 36155, 37707, 40324, 36144, 38167, 35283, 36174, 12387, 37288, 15705, 35282, 15711, 38963, 38929, 18994, 40479, 37038, 37265, 14615, 32518, 15699, 37287, 36173, 37702, 18985, 12392, 32076, 32517, 14617, 35281, 32513, 37479, 32519, 36706, 37701, 40347, 32870, 12391, 40322, 40266, 14626, 32072, 38265, 40700, 38137, 12366, 12365, 32080, 12356, 15712, 39455, 37806, 40318, 37819, 14622, 32861, 40342, 40378, 38141, 39591, 32069, 40053, 12386, 32057, 40461]
29339	[23117, 21536, 36477, 22825, 27860, 21323, 30190, 29740, 26099, 23030, 27845, 38436, 8849, 21590, 27064, 25558]	[8849, 23030, 20727, 21590, 28054, 21178, 29740, 17406, 21323, 27860, 21948, 21548, 27845, 31165, 30190, 36477, 26099, 13272, 22825, 20725, 23117, 39400, 21158, 27064, 21536, 17484, 20712, 21122, 38436, 27875, 25558, 21342, 22211, 37902, 23385, 21176, 21181, 27107, 22138, 28510, 24077, 25193, 29743, 26678, 21177, 23902, 21577, 20681, 21856, 22194, 23112, 21620, 21553, 28047, 31688, 27958, 29541, 23116, 21115, 36607, 39443, 23715, 30934, 21322, 20730, 20743, 26683, 38602, 29748, 20686, 25572, 20680, 23108, 25376, 28526, 22278, 30671, 22513, 22602, 28687, 21703, 25116, 21324, 20754, 34203, 36204, 22173, 20753, 22213, 22133, 25437, 21121, 21130, 21546, 23090, 21359, 22642, 29739, 23099, 20683]
29340	[22957, 23002, 22371, 22422, 28276, 23010, 22625, 22965, 40975]	[22625, 22667, 22459, 22376, 22422, 22965, 22905, 23010, 23002, 40975, 22361, 24542, 22925, 22450, 24260, 22957, 21536, 22362, 22371, 22911, 22902, 21913, 22421, 23154, 24543, 24168, 28276, 24136, 22903, 24741, 26500, 24230, 22618, 22446, 22656, 28287, 22530, 24497, 23012, 22917, 22605, 22491, 22927, 23028, 25751, 24545, 23018, 22626, 24749, 23011, 21909, 33311, 22907, 22893, 22956, 26350, 24740, 21126, 22366, 22937, 35188, 29174, 24259, 22904, 22906, 24495, 22826, 21933, 25704, 23009, 21904, 24249, 24544, 22882, 24129, 22924, 39807, 28261, 28244, 26058, 26614, 24742, 24580, 24550, 24500, 24099, 31684, 24499, 23017, 25090, 22539, 24567, 22668, 21905, 24554, 28270, 24680, 24226, 28251, 21948]
29341	[20713, 27859, 22172, 31440, 23407, 31688, 8849, 29740]	[8849, 17484, 21178, 22172, 20712, 23030, 20713, 21590, 29740, 8850, 20725, 21122, 21176, 23407, 31688, 21342, 22194, 21115, 27859, 22722, 31440, 20728, 25684, 20727, 20683, 20743, 26683, 20730, 28047, 28054, 21121, 20680, 21703, 25140, 31165, 21548, 21158, 25648, 24505, 21177, 22127, 22131, 17406, 21135, 25639, 23112, 21531, 20741, 27276, 21536, 22133, 21167, 29743, 29750, 21131, 29739, 21333, 21174, 27843, 28514, 25192, 29754, 29748, 27861, 38602, 21138, 21120, 26676, 30662, 21116, 25193, 24902, 29307, 21705, 30907, 27875, 31441, 28510, 21697, 29049, 28045, 27106, 13272, 34200, 20720, 26244, 21350, 21347, 21169, 20753, 28526, 12189, 21549, 23387, 23612, 39443, 21340, 26211, 23604, 21555]
29342	[18209, 36423, 15581, 9478, 4946, 10060, 10070, 12241, 39038]	[718, 1811, 10070, 2971, 5452, 39038, 9478, 36423, 18209, 7572, 10060, 6121, 4946, 722, 15581, 19223, 1537, 12241, 23263, 13939, 35665, 12446, 5256, 12013, 22015, 18463, 10694, 17811, 21564, 9793, 10053, 3549, 5240, 9778, 10075, 23076, 1023, 18607, 5237, 7664, 3261, 32375, 837, 5453, 10057, 18180, 10081, 1533, 3177, 7594, 5268, 5079, 18058, 643, 12438, 1504, 3175, 5267, 7062, 17144, 9776, 11089, 2662, 5030, 15344, 5235, 5430, 5343, 3162, 18458, 25815, 1609, 7592, 6037, 10068, 3545, 29424, 37450, 13119, 17032, 23048, 8546, 33921, 3144, 16181, 2932, 40915, 18100, 10080, 5195, 6733, 22309, 11836, 12020, 14318, 5440, 1268, 4950, 13066, 34701]
29343	[27611, 39154, 29466, 29479, 29484, 37828, 30670, 34320]	[30670, 27678, 34320, 27681, 27007, 27665, 29481, 26980, 30666, 26979, 26974, 26984, 29484, 29461, 29479, 27669, 26985, 29476, 38470, 29475, 27666, 29472, 27616, 27663, 27611, 27009, 29466, 38461, 26997, 29477, 35779, 27006, 26992, 27619, 31740, 29483, 29491, 26971, 27013, 40185, 27682, 30669, 27014, 29485, 37210, 29488, 39615, 29486, 34321, 34318, 27680, 38497, 27012, 39154, 39182, 37828, 40094, 26970, 36340, 35773, 27618, 29463, 29458, 27676, 29464, 39180, 27615, 35164, 36338, 29465, 30667, 39086, 26995, 40095, 39178, 29454, 36336, 38464, 34313, 35776, 29468, 38495, 40574, 29456, 29474, 37990, 36295, 35775, 35163, 26973, 38480, 26996, 27010, 34328, 29460, 39256, 40772, 38500, 29470, 40103]
29344	[24788, 7378, 4656, 8794, 2141, 2319, 529, 18162]	[8794, 24788, 2319, 559, 529, 2141, 192, 18162, 4656, 7378, 176, 187, 205, 40364, 805, 546, 2526, 369, 316, 204, 293, 1421, 4519, 208, 198, 553, 197, 6372, 7347, 2301, 189, 2306, 1831, 302, 2484, 3070, 1428, 194, 1553, 3105, 1571, 412, 2474, 775, 15904, 2263, 2464, 2310, 2323, 410, 3038, 12182, 623, 309, 547, 2510, 40712, 2315, 301, 6826, 528, 307, 283, 1430, 3071, 6375, 3092, 12271, 2362, 802, 372, 6589, 1320, 1706, 8189, 1445, 303, 374, 2466, 203, 296, 620, 8884, 2465, 1795, 2305, 1437, 3765, 36221, 619, 186, 8591, 306, 4623, 4610, 2359, 3059, 440, 277, 558]
29345	[11711, 9637, 559, 6423, 37877, 13654, 6104, 9559]	[6423, 160, 6104, 559, 978, 37877, 9559, 13654, 9637, 3192, 11711, 1537, 2203, 1352, 141, 980, 9548, 9546, 10694, 4572, 456, 39335, 1609, 1236, 455, 9536, 3270, 12438, 283, 7666, 8095, 2263, 718, 3154, 3191, 19543, 16486, 28000, 30958, 9822, 4207, 7120, 3615, 10684, 2319, 9793, 1207, 2222, 20182, 6801, 5423, 3094, 529, 1242, 40333, 2971, 2483, 643, 7353, 5536, 8266, 2464, 5582, 9537, 540, 2908, 6142, 11891, 2673, 1169, 5450, 2364, 34972, 17754, 39285, 15926, 7461, 1217, 2474, 4664, 2363, 25771, 4519, 1500, 2220, 6542, 7757, 10689, 9547, 6991, 11060, 13339, 40907, 5531, 8894, 19371, 17757, 11811, 4622, 9535]
29346	[20951, 20754, 25344, 20725, 29297, 26375, 27725, 35978, 21536]	[21536, 8849, 20727, 20712, 21178, 25344, 20754, 29297, 35978, 23030, 17406, 27725, 20951, 26375, 20725, 21948, 21590, 17484, 21548, 21122, 28054, 23112, 21856, 21322, 10879, 21181, 21150, 24965, 21700, 13272, 22562, 25639, 24425, 25636, 26683, 22719, 21920, 22387, 22652, 27845, 21115, 22919, 21130, 21158, 28514, 21933, 25193, 20713, 22211, 22490, 22278, 17643, 20741, 23606, 8906, 34205, 22120, 21342, 27875, 23715, 4202, 21573, 20753, 23182, 23214, 30671, 21707, 20743, 23097, 20730, 29754, 20680, 20742, 20732, 23517, 27850, 27958, 21149, 27276, 22397, 23233, 27852, 21349, 27843, 4686, 20738, 25684, 37018, 28504, 31731, 28507, 22194, 22123, 37127, 29307, 21577, 28663, 21859, 21324, 22127]
29347	[5979, 16838, 71, 10982, 7603, 113, 28306, 7482, 7539]	[6010, 10982, 71, 7539, 107, 109, 115, 7482, 563, 10957, 3191, 52, 7595, 4673, 1215, 16838, 10987, 113, 6012, 5973, 8196, 7603, 5979, 7583, 4674, 79, 8360, 28306, 6020, 5975, 5983, 110, 8365, 1456, 10970, 5980, 10989, 11054, 11017, 10961, 7509, 54, 35434, 6021, 8092, 7504, 7589, 10985, 8197, 7609, 119, 123, 6017, 73, 8105, 1217, 5990, 30345, 5991, 5966, 125, 23622, 7586, 7596, 8077, 59, 10802, 10956, 5968, 1460, 53, 84, 7513, 1213, 7538, 6006, 23621, 93, 12079, 7522, 32458, 9405, 7587, 17179, 1459, 7499, 11352, 8378, 108, 7500, 7503, 6019, 7591, 7498, 5971, 11021, 120, 69, 7536, 68]
29348	[26760, 1352, 7579, 3549, 35501, 32594, 8348, 16000, 2971]	[3549, 718, 2971, 5079, 5452, 1352, 10082, 9778, 4946, 8348, 35501, 16000, 6121, 160, 7579, 3551, 5225, 32594, 3554, 20421, 5030, 9808, 455, 10830, 5246, 5343, 3553, 26760, 17030, 5077, 18458, 18447, 11042, 5440, 13067, 18061, 8266, 5240, 5065, 17034, 1811, 19541, 6123, 5344, 18058, 5453, 19220, 5223, 5237, 19727, 11046, 25894, 11935, 283, 20418, 12445, 20470, 1541, 456, 23070, 5226, 11051, 13300, 13257, 4947, 1169, 5256, 13073, 18463, 12399, 2363, 5075, 12020, 5250, 17757, 18451, 1242, 4952, 5241, 11045, 2432, 5224, 4974, 10081, 19676, 20456, 22293, 39547, 18855, 11933, 1165, 5230, 4939, 39877, 18854, 13609, 25897, 13072, 23782, 2220]
29349	[33417, 22371, 21909, 27625, 24284, 24278, 32719, 40766, 22879, 21913, 21128, 25666, 25669, 23688, 24161, 24580, 22902, 38819, 24050, 33561, 24147, 24101, 32235, 27623, 24180, 22530, 24254, 10878, 21536, 24289]	[21913, 23154, 21536, 24260, 21909, 22879, 24284, 24278, 24147, 21128, 24230, 24101, 21933, 24580, 33561, 32719, 21934, 23699, 25581, 22370, 22530, 24050, 29106, 32235, 24049, 24989, 12190, 22902, 24273, 22667, 24129, 22361, 22880, 38819, 24289, 22376, 24252, 40766, 21912, 27623, 24617, 21695, 23712, 23310, 21516, 10878, 22903, 22625, 21126, 28297, 34543, 21696, 24185, 24229, 24123, 22965, 24118, 25669, 24529, 24231, 24470, 22366, 24161, 23688, 22436, 22948, 36329, 22882, 34723, 33417, 24114, 25666, 22562, 24236, 22446, 22877, 22526, 26703, 27886, 21902, 24495, 25561, 22952, 27625, 23028, 24099, 24618, 36960, 22669, 21904, 33777, 22931, 22371, 22617, 24444, 24561, 36799, 24254, 23517, 26067]
29350	[6171, 6181, 6174, 6173, 6176, 6180, 6184, 6175, 3655, 6170, 33377, 7350, 30722, 2510]	[1128, 6184, 1127, 3655, 6170, 6171, 6181, 6182, 6173, 6179, 6172, 6178, 6180, 6175, 6174, 6176, 6177, 39627, 33377, 2510, 6729, 7350, 3648, 39623, 30722, 39624, 381, 39621, 3637, 309, 3711, 14815, 39628, 3647, 6730, 6731, 38536, 40863, 40041, 8593, 8622, 40880, 39625, 1129, 22705, 6372, 3649, 2292, 3658, 1130, 9647, 6722, 27822, 6929, 8890, 39634, 39631, 31582, 2265, 39636, 39635, 36843, 6398, 39372, 9639, 440, 20025, 9650, 29378, 39633, 39632, 534, 452, 9626, 3644, 20248, 6727, 448, 35008, 20026, 35001, 38111, 35002, 2526, 29375, 11355, 9648, 25937, 34472, 34998, 3645, 37460, 3635, 38562, 9634, 3059, 478, 31017, 39630, 35000]
29351	[527, 31859, 28076, 2510, 16748, 20249, 9634, 13669, 2319, 5394, 13670, 14215, 2526, 36227, 2323, 39899, 10350, 6573, 9648]	[2510, 6398, 9639, 13669, 6630, 9634, 10350, 20249, 8890, 39899, 534, 9626, 6393, 9647, 15411, 531, 6387, 6412, 6573, 452, 1617, 10383, 9606, 15907, 9830, 8622, 13670, 309, 527, 9648, 2269, 6389, 2526, 24786, 6388, 5632, 37072, 11704, 2265, 28076, 14215, 6392, 6396, 9621, 6381, 4519, 9652, 3030, 6372, 29274, 6638, 9650, 20702, 6371, 6391, 6376, 31972, 20696, 14340, 2323, 10410, 529, 20248, 12322, 559, 9607, 9609, 6377, 27822, 15473, 27343, 16997, 31859, 20247, 6399, 2266, 13673, 7384, 6930, 2292, 33376, 25844, 6374, 34000, 24760, 9644, 6632, 23776, 6373, 10365, 6379, 36227, 9356, 8621, 18144, 9636, 10239, 6401, 6403, 27353]
29352	[40023, 18796, 18791, 21644, 40906, 19390, 36523, 19392]	[21644, 18797, 19397, 20314, 18812, 18813, 19390, 19389, 30453, 18796, 22257, 18788, 40023, 20506, 18789, 11738, 19392, 18793, 36523, 20503, 30455, 18809, 30456, 11739, 40219, 11741, 20504, 19393, 21645, 18791, 22263, 19391, 20502, 18810, 39921, 20315, 19394, 22261, 18794, 30451, 40906, 40692, 19395, 20505, 30452, 19396, 18795, 21646, 11740, 20498, 22259, 20499, 22262, 21643, 30454, 38737, 18799, 18792, 22260, 11730, 18805, 29252, 32613, 18811, 22255, 39446, 51, 11731, 14505, 35194, 30457, 23432, 18803, 36345, 18804, 27896, 12456, 20280, 38011, 18790, 20546, 18801, 20279, 5928, 18800, 4593, 20302, 28738, 18637, 6216, 35195, 5926, 4191, 29247, 11943, 18802, 5923, 29251, 33939, 39553]
29353	[27156, 40612, 40504, 25920, 37882, 24314, 34249, 27075]	[25920, 27075, 10880, 24606, 24314, 34249, 37882, 31324, 21536, 26325, 40504, 27156, 23502, 29166, 40612, 33600, 32473, 31281, 27932, 32101, 38045, 33003, 33603, 17406, 31803, 27573, 25020, 21946, 29541, 25333, 37821, 27737, 24315, 33604, 22277, 24607, 29822, 35716, 33595, 27159, 29821, 31097, 27578, 27592, 33210, 30183, 36328, 26688, 38043, 34414, 30184, 26324, 33775, 32160, 26853, 21883, 32475, 33598, 29727, 24615, 33004, 34250, 37883, 25774, 33602, 23108, 34020, 27585, 37635, 28715, 29340, 21950, 27571, 24033, 10877, 26606, 27931, 29813, 27553, 38794, 27469, 32156, 39740, 37028, 40670, 28714, 32471, 24535, 25667, 26326, 35813, 27165, 33569, 34273, 39773, 35386, 39784, 31095, 35096, 37885]
29354	[32214, 12398, 33921, 10075, 5250, 5251, 32319, 32317, 34822, 34823, 718, 25888, 5452, 13066, 19223]	[5452, 718, 2971, 4946, 6121, 32212, 32320, 32215, 5250, 9778, 3549, 32214, 32213, 5030, 32317, 25888, 32319, 18458, 13066, 30087, 34954, 33921, 19223, 32216, 34823, 34822, 10081, 36665, 5251, 5079, 32322, 10075, 5344, 32316, 34959, 10057, 32324, 5343, 12398, 22309, 22307, 36439, 5256, 32321, 23079, 36992, 36667, 36996, 5440, 20328, 23263, 5226, 37034, 32318, 9776, 978, 36990, 3551, 19152, 4939, 20327, 5237, 10078, 5225, 4974, 34956, 36991, 9478, 18463, 37408, 4952, 34680, 37629, 37252, 19229, 17032, 34960, 36995, 32325, 12399, 10082, 15999, 25781, 34040, 18457, 20501, 9633, 10053, 34820, 34821, 36437, 32323, 23059, 39322, 10070, 12445, 38270, 36558, 18058, 34679]
29355	[39939, 33561, 26699, 27623, 22408, 23154, 21860, 39283]	[23154, 24049, 21536, 33561, 27623, 39283, 24260, 24989, 12190, 24230, 21913, 39939, 21860, 22408, 24284, 22879, 24050, 21934, 24147, 24278, 24273, 25582, 24101, 26699, 24079, 34543, 22370, 31798, 24146, 23225, 24123, 25581, 21909, 21933, 24231, 22387, 21856, 24529, 21858, 22513, 24580, 21128, 23712, 22877, 21857, 22380, 22931, 12188, 21948, 24100, 34641, 24252, 27886, 39938, 22952, 23542, 24099, 22929, 40518, 17406, 22990, 32719, 31796, 29106, 34723, 38036, 22446, 24105, 24191, 17405, 24487, 38879, 28328, 37253, 24264, 40654, 25080, 28295, 22566, 36329, 21172, 26703, 23308, 25523, 34698, 22719, 24236, 38947, 25103, 23687, 24276, 24238, 24442, 24470, 24618, 23117, 40027, 24150, 23294, 28875]
29356	[31098, 40175, 38897, 31099, 34447, 27712, 37616, 22471]	[27712, 31094, 25062, 27721, 35982, 31098, 22471, 31093, 26491, 34447, 31815, 31242, 37477, 24533, 33001, 31101, 31084, 23219, 34444, 40175, 26489, 24530, 37616, 30298, 40618, 24532, 24538, 31125, 31113, 35979, 31100, 39211, 39602, 31099, 40860, 37476, 25061, 25312, 40184, 35981, 34445, 38897, 26488, 31117, 39469, 31243, 31092, 31112, 34369, 40594, 25091, 39470, 39013, 40739, 26947, 38896, 33002, 24537, 34368, 40174, 31107, 27475, 40913, 34442, 39998, 31110, 30599, 39541, 27474, 37512, 31116, 24536, 39210, 24531, 38795, 40173, 31318, 35154, 27201, 21950, 32603, 40846, 37513, 32653, 31106, 33005, 27202, 40932, 23886, 31086, 27476, 31102, 28301, 25905, 26490, 31121, 38909, 23218, 37570, 17406]
29357	[2860, 2724, 32139, 12897, 7291, 19823, 23568, 16753, 17790, 33787, 29921, 7181, 32140, 29449, 7137, 19812, 20225, 26268, 14352]	[642, 2773, 7125, 2843, 2813, 2692, 5110, 5740, 7137, 7148, 19812, 5104, 12897, 12612, 2863, 13757, 2830, 13920, 2712, 2659, 16771, 19071, 7156, 7135, 12898, 17846, 2709, 2736, 7290, 4341, 17451, 7291, 12899, 2717, 17596, 33281, 17777, 12893, 16590, 23568, 32140, 5097, 19823, 5751, 9185, 7134, 13643, 7155, 29921, 19799, 29449, 7171, 33787, 7136, 2724, 2702, 9189, 2740, 18592, 17790, 17868, 2689, 7298, 9427, 2821, 14883, 5090, 16753, 7276, 26268, 2750, 20225, 19429, 12290, 26040, 17775, 14352, 17443, 2697, 23573, 2860, 32139, 2800, 2880, 2722, 2693, 25496, 19801, 2701, 18578, 11843, 12733, 17825, 34913, 14377, 6835, 20832, 19029, 7236, 14364]
29358	[2494, 1302, 1632, 160, 1227, 31610, 20854, 2177]	[1302, 160, 20854, 1632, 1182, 1292, 31610, 1625, 2494, 2177, 1636, 1211, 1227, 1122, 5675, 5692, 1231, 2507, 6232, 2495, 3643, 1242, 3697, 3689, 229, 3683, 1183, 8977, 8233, 3633, 2616, 2642, 1191, 180, 1674, 184, 1326, 1228, 2624, 1262, 5673, 2633, 3720, 4424, 2418, 1150, 1251, 16167, 8888, 1325, 1149, 1307, 2179, 1128, 6106, 5706, 22066, 15389, 3685, 6111, 2337, 2449, 7074, 219, 5678, 6102, 1233, 1352, 1212, 128, 3696, 3538, 2514, 2525, 2541, 3681, 18261, 1148, 978, 1303, 5670, 1258, 5679, 2554, 34207, 1298, 22057, 456, 237, 221, 6090, 7082, 7123, 3676, 1287, 15442, 11387, 1644, 7122, 19628]
29359	[40179, 12293, 1500, 1498, 718, 559, 38562, 7518, 1445, 13900, 9381, 28037]	[559, 1500, 718, 1445, 38562, 28037, 2526, 7518, 192, 40179, 4646, 35008, 1023, 1537, 309, 35001, 1498, 12293, 9381, 2067, 35006, 13900, 30745, 3134, 35000, 369, 6372, 4625, 34998, 35002, 35004, 549, 3078, 316, 529, 1509, 4519, 1610, 14215, 3767, 1502, 330, 2089, 6558, 20034, 51, 3268, 5430, 19384, 2417, 2483, 3109, 4622, 2323, 1493, 160, 2263, 1430, 331, 8299, 194, 15901, 2971, 9293, 20248, 16993, 558, 13322, 4623, 14239, 14213, 1021, 3081, 37460, 176, 10471, 14138, 334, 1831, 11699, 13902, 1601, 6624, 13339, 2220, 31368, 3736, 11339, 11126, 26944, 12140, 619, 13682, 1563, 8802, 620, 296, 1577, 11694, 4294]
